Comment,Stock,Price,Date,Label
GDP only dropped 9.5% but the 32.9% annual rate drop gets the headline because big number and scary. (SPY $330 8/14 C),SPY,9.5,[annual],1
UPS Gains! 1.5k to 10k,UPS,1.5,[1.5k to 10k],1
And just like that I lost everything. Played the last I had left on TLT calls and QQQ puts. Waking up at $4.99 tomorrow. :),QQQ,$4.99,[tomorrow],1
Big ballz make big tendies...AMZN to 4206.9 tomorrow 🚀,AMZN,4206.9,[tomorrow],1
Big ballz make big fried tendies...AMZN to 4206.90 tomorrow,AMZN,4206.90,[tomorrow],1
"SNY, GSK received 2.1 billion for covid-19 vaccines. Thinking that can be the next kodak",SNY,2.1,[covid-19],1
"I have been a very successful penny stock Trader for 20 years, self made multi millionaire from penny stocks heres my list for Today 7-31-20 UPLCO FHBC GRCV OZSC AITX PLYZ TMGI All in my Professional opinion will see Double digits and Surpass $1.00 for sure. All strong Real Solid Companies 💪 💯",ZSC,$1.00,"[20 years, Today 7-31-20]",1
"AAPL’s almost-meme status! $420.68 (bought EOD yesterday, cashed out at close for $6k gain)",AAPL,$420.68,[yesterday],1
"AAPL’s almost-meme status! $420.68 (bought EOD yesterday, cashed out at close for $6k gain)",AAPL,$420.68,[yesterday],1
INTC $50c 8/21 Bought on July 24 after they announced they couldn’t get the 7nm and all the money went to AMD. Decided to buy 2 at $2.44 each. I’m average down to $1.61 but it’s valued at $.48 so far. Should I buy more ? And is intel going to pass 50$+?,INTC,$2.44,[July 24],1
NVDA was trolling at $420.69 this week,NVDA,$420.69,[this week],1
Beautiful day Friday trading. I'm now at 990.00 because of #LMND,LMND,990.00,[day Friday],1
3300% on $CHWY sold 8 contracts already holding last 2 for the ride 10 52.5c 8/17 avg at .61 for $5000 gain,CHWY,52.5,[last 2],1
Just lost my job and I have $3k to my name. I'm obviously trying to find another job ASAP but I'm going to be down to $0.00 in 2 months just living at the bare minimum expenses level. Need suggestions.,SAP,$0.00,[2 months],1
POSITIVE NEWS! ONLY 1.19 million jobless claims were filed for the week ending August 1st. YOLO TO THE MOON!,YOLO,1.19,[the week ending August 1st],1
"I bought a SIGA $10C 9/18 just to see how Robinhood handles $0.01 options, it went 1,200% today. I did hours of DD on my last YOLO and my portfolio is down 45%. Top Flight Autist.",YOLO,$0.01,[today],1
"I bought a SIGA $10C 9/18 just to see how Robinhood handles $0.01 options, it went 1,200% today. I did hours of DD on my last YOLO and my portfolio is down 45%. Top Flight Autist.",YOLO,$0.01,[today],1
Farfetch (FTCH) 9.1b -&gt; $12.5b Market Cap,FTC,9.1,[9.1b -&gt],1
"So I went with RKT, lost $9129.10 today.",RKT,$9129.10,[today],1
Trump inks $1.5b deal with Moderna for 100Mln doses of COVID-19 Vaccine.,OVID,$1.5,[100Mln],1
Bought MRNA 70.5 puts EXP 8/21 today.,MRNA,70.5,[today],1
"If RKT does not break $30.00 by September first, I will shave a rocket logo on the back of my head",RKT,$30.00,[September first],1
Will shave a rocket logo on the back of my head if RKT fails to break $30.00 by September first.,RKT,$30.00,[September first],1
TEVA 12.5p (8/14) - Keep or sell?,TEVA,12.5,[12.5p],1
Can someome please explain how MS INVF Global Opportunity can be -0.16% today?,INV,0.16,[today],1
Me sticking to my SLV call (8/21 31.5),SLV,31.5,[8/21 31.5],1
Should break 4.3m tomorrow - PRPL gang rise up,PRPL,4.3,[tomorrow],1
"PRPL Gang Dead, 22.5C 8/21 25C 9/18 30C 1/15",PRPL,22.5,[22.5C 8/21],1
Goldman Sachs reports 14% increase in ownership of NIO after issuing 3 downgrades over 1.5 months,NIO,1.5,[1.5 months],1
Salesforce (CRM) is going to blow out earnings in a couple of weeks. It sold off its 2.4million Zoom (ZM) IPO shares during Q2!,CRM,2.4,[a couple of weeks],1
LYG has been averaging around $1.45 since April 2nd.. Waiting for this take off called for a LONG CALL: 01/15/2021 $2 Call! $5-$10,ALL,$1.45,[April 2nd],1
"Congrats on missing out on PENN. Was at $7.89 March 20th, $52.74 today.",PENN,$7.89,"[March 20th, today]",1
What's going on with OSTK? $2.53 low in March -&gt; $118.3 now (5 months later),OST,$2.53,"[March -&gt, (5 months later]",1
"$PLUG options 1.5 week out being ignored, capitalize it!",PLUG,1.5,[1.5 week],1
8.9 years of TSLA stock price development,TSLA,8.9,[8.9 years],1
8.9 years of TESLA stock development,ESLA,8.9,[8.9 years],1
$460 into 4.2k $TSLA 900% gain. Currently holding 1900c 8/28 and riding the week out on papa elons back,TSLA,4.2,[the week],1
To the guy yesterday who stated “TSLA up 5% tomorrow. if not i’ll eat toilet paper”. TSLA up 2.8% today. Time to pay up.,TSLA,2.8,"[yesterday, tomorrow, today]",1
"PRPL 8/21 30c up 12,400% today! We moving baby. Now only down 98.81% total!",PRPL,98.81,"[8/21 30c, today]",1
$8.5k yolo on TSLA from February... just...can’t...sellll,TSLA,$8.5,[February],1
USDCAD SUSTAINS BELOW 1.32 HANDLE AMID INCREASE IN THE PRICES OF BLACK GOLD: 21 AUGUST 2020,AMID,1.32,[2020],1
"On a slow Friday could I post this video so I could get some feedback on my new style of presenting DD on GameStop ($GME, $4.61, $299M market cap)",$GM,$4.61,[Friday],1
UPLCQ ONLY UNDER 1 CENT This will be totally resolved reconstructed &amp; oil &amp; gas ⛽ will go up Really hight right before elections! this will hit $1.50 to $2.00 without a RS ! MARK MY POST! I'm working on WALL Street 30 years now.. I have a great track record. But as much as u can &amp; hold! u will th,POST,$1.50,[30 years],1
$RST 9/18 $30.00 C - All in. Played with all of my expenses cash for the month. God Save Me.,$RS,$30.00,[the month],1
UPLCQ ONLY UNDER 1 CENT This will be totally resolved reconstructed &amp; oil &amp; gas ⛽ will go up Really hight right before elections! this will hit $1.50 to $2.00 without a RS ! MARK MY POST! I'm working on WALL Street 30 years now.. I have a great track record. Buy as much as u can &amp; hold! u will tha,POST,$1.50,[30 years],1
"PSA if you yolo, have a plan b aka separate account , this is my other account that I only invest long term holds with - 2014 started with $251,984 , withdrew $296,641.48 and bought a small house, still have $215,717 in the account today.",PSA,641.48,"[2014, today]",1
FUCK NIO. PUTTING $$$$$ on XPEV IPO Thursday 27.8,XPEV,27.8,[Thursday],1
"5.8k -&gt; 51k CRM Calls, Filled at 12:59 yesterday",CRM,5.8,[12:59 yesterday],1
"(14k --&gt; 2.2k --&gt; 16k) Up about 13k in one week on TSLA calls. My friends and family will still never see the hell my account went through, but at least my blood pressure and heart rate will stabilize a little bit...until the next play of course ;)",TSLA,2.2,"[14k --&gt, 16k, about 13k, one week]",1
($14k --&gt; $2.2k --&gt; $16k) Up about $13k in one week on TSLA calls. Still don't plan on showing friends and family the hell I went through,TSLA,$2.2,[one week],1
"CRM gains 5.8k -&gt; 51k, bought at 12:59...",CRM,5.8,[51k],1
Puts on $DKNG - 09/18 30p @ $0.40,DKNG,$0.40,[30p],1
"I sold my TSLA 8/28 2000C for $1.1k profit, today it’s worth 25k.",TSLA,$1.1,"[today, 25k]",1
$TSLA to 125.58 by January 7th,TSLA,125.58,[January 7th],1
Big Lots! (BIG) Set to Post a $2.7/share price on Stock - Up from $0.53/share last year - Earnings Call tomorrow morning!,IG,$2.7,"[last year, tomorrow]",1
Big Lots! (BIG) Set to Post a $2.7/share price on Stock - Up from $0.53/share last year,IG,$2.7,[last year],1
"$1.2K -&gt; $2,000 Challenge gone Sexual. Accidentally made $10,600 In one WEEK.",WEEK,$1.2,[one WEEK],1
Lost my entire portfolio because I listened to some retarded $LL DD in February. Decided to Yolo the last bit of my savings and now I'm back 500$-&gt; 24.5k🚀🚀🚀,$L,24.5,[February],1
"Decided to Yolo all of my savings ($500) in March, $500 -&gt; $26.5k and took out $2k 🐂 BULL GANG 4RVA 💎🙌",BUL,$26.5,[March],1
From 3k last Friday to 32k this Friday trading BAC 25.5c and TSLA 2200c both 8/28 exp.,TSLA,25.5,"[last Friday to 32k, Friday]",1
Boomer UNCHAINED YOLO - JD 10/16/2020 110.00 C,YOLO,110.00,[10/16/2020],1
I’m the Elon Musk tattoo guy. I was banned by mods so I couldn’t answer your questions. Now I’m unbanned and investing heavy in $ROPE. Original investment was 4.94 purchased on day of split announcement could’ve sold at open today for 41.48 but didn’t because yolo.,ROPE,4.94,"[day, today]",1
SPY 413.75 by Feb 2021?,SPY,413.75,[2021],1
"Couple weeks back I bought a NIO 17.5c 10/02, it got pretty high up there but it looks like NIO is going down. Should I sell while I can still make a decent profit or hold out?",NIO,17.5,[Couple weeks],1
NAK breaking 1.50 in next couple weeks,NAK,1.50,[next couple weeks],1
"A real 💯 tip that u can make at least $2,000% percent on a penny stock Guaranteed Buy UPLCQ only .1 Cent going to $1.50 BUY NOW Sept 2nd =$$$$$$$",NOW,$1.50,[Sept 2nd],1
"Why $WKHS a $1.9 billion company, will be worth many times more by December",WKHS,$1.9,[December],1
"Why $WKHS, a $1.9 Billion company will be worth many times more by December",WKHS,$1.9,[December],1
$WKHS a $1.9 billion company will be worth many times more by December,WKHS,$1.9,[December],1
$WKHS a $1.9 billion company will be worth many times more by December,WKHS,$1.9,[December],1
ZM +22.74% After-hours! Zoom bested TSLA on Split Day.,TSLA,22.74,[Split Day],1
My mom bought TSLA at the dip f*****s. Opened at 442.68 and gained 12.57% today,TSLA,442.68,[today],1
$WKHS a $1.9 billion company will be worth many times more by December,WKHS,$1.9,[December],1
Genius Brands International Inc. (GNUS) Looks Ready for Growth Despite 292.37% Change This Year,NUS,292.37,[This Year],1
From 218 with no positions to 6000+ (Yes I played zoom) at 218 I bought a RCL call and sold the next morning then only played spy until I bought a zoom 9/4 380 call for 3.42 yesterday right before close that I sold this morning right at open. Can’t wait to Gamble all of it away!,RCL,3.42,[yesterday],1
From 218 with no positions to 6000+. At 218 I bought a RCL call and sold the next morning then only played spy until I bought a zoom 9/4 380 call for 3.42 yesterday right before close. Can’t wait to lose it all,RCL,3.42,[yesterday],1
From 217 with no positions to 6000+. At 217 I bought a RCL call and sold the next morning then only played spy until I bought a zoom 9/4 380 call for 3.42 yesterday.,RCL,3.42,[yesterday],1
From 217 with no positions to 6000+. At 217 I bought a RCL call then only played spy until I bought a ZM 9/4 380 call for 3.42 yesterday.,RCL,3.42,[yesterday],1
ZM 10 baggers and some CRWD 3.5 baggers I’m holding until tomorrow since I already took profit on 2 of the same calls,CRWD,3.5,[tomorrow],1
"Just sold all of my PLUG shares at $13.75 today. It’s still on the rise. Should I buy back in, or will it drop back down this week?",PLUG,$13.75,"[today, this week]",1
SPWH is tickling my balls for their calls. Holding 17.5c through earnings call tomorrow 💰,SPWH,17.5,[tomorrow],1
NVDA Gainz (1 weeek) 2.5k -&gt; 13.5k,NVDA,2.5,[1 weeek],1
DOCU 42.5k YOLO for 10k credit for earnings. Lets go bois.,YOLO,42.5,[10k],1
"Buy a penny stock this morning September 3, 2020 ONLY 1 CENT CALLED UPLCQ Headed to $1.50 BUY NOW OTC MARKETS, THANK ME LATER!! =$$$",ATER,$1.50,"[September 3, 2020]",1
What’s everyone drinking? APPL 9/4 122/130/132.50c,APP,132.50,[9/4 122/130/132.50c],1
My 11k act is at 2.9k. Chased TSLA 407c 9/4 at close fml.,TSLA,2.9,[11k],1
At ±11.30am today I called we will go green EOD SPY &amp; QQQ.,SPY,11.30,[today],1
today is the day you could have bought TSLA for $420.69,TSLA,$420.69,"[today, the day]",1
Can we get the MMs to close TSLA at 420.69 into the holiday weekend???,TSLA,420.69,[the holiday weekend],1
$500 -&gt; $12k in 3 days. $CCL 9/11 18.5C YOLO,YOLO,18.5,[3 days],1
$500 - $12k in 3 days. $CCL 9/11 18.5C go big or go home,$CC,18.5,"[3 days, 18.5C]",1
$500 -&gt; $12k in 3 days. $CCL Sep 11 18.5C go big or go home,$CC,18.5,[3 days],1
$500 -&gt; $12k in three days. $CCL Sept 11 18.5C go big or go home,$CC,18.5,[three days],1
$500 -&gt; $12k in three days. YOLO on $CCL 18.5C weeklies,YOLO,18.5,[three days],1
$500 to $12k in three days. Everything in next friday's $CCL 18.5C go big or go home,$CC,18.5,"[three days, next friday]",1
$500 -&gt; $12k in 3 days. YOLO'd into 9/11 $CCL 18.5C,YOLO,18.5,[3 days],1
$500 -&gt; $12k in 3 days. YOLO’d into $CCL 9/11 18.5C,YOLO,18.5,"[3 days, 18.5C]",1
$500 -&gt; $12k in three days. YOLO'd into $CCL 9/11 18.5C,YOLO,18.5,"[three days, 18.5C]",1
$500 to $12k in three days. Put it all in next week’s $CCL 18.5C,$CC,18.5,"[three days, next week]",1
$500 to $12k in three days. YOLO'd on $CCL 9/11 18.5C,YOLO,18.5,"[three days, 18.5C]",1
That big spike down is when I got into options. Now I’m holding 33 contracts of 2.5c in SMLP that will expire worthless on Sept 18 bc some stocktwits bot told me it would go up a month ago. Autist or retard?,MLP,2.5,"[Sept 18, a month ago]",1
"How I made over $270,000.00 USD Overnight by purchasing OTM $TSLA Calls the day before the split announcement, and why I think SP500 Inclusion is still intact",TSLA,000.00,[the day],1
"How I made over $270,000.00 USD Overnight by purchasing OTM $TSLA Calls the day before the split announcement, and why I think SP500 Inclusion is still intact",TSLA,000.00,[the day],1
"SELLOFF 2.0 started Thursday, tomorrow WE CONTINUE!",ELLO,2.0,"[Thursday, tomorrow]",1
Square guy who bet against TSLA checking in. Sold for 22k gains in 1.5 weeks. Next play coming soon.,TSLA,1.5,"[22k, 1.5 weeks]",1
ARK bought $2.8 million Lightspeed (LSPD) in its IPO debut last Friday,LSPD,$2.8,[last Friday],1
ARK just bought $2.8 million Lightspeed(LSPD) in its debut last Friday,LSPD,$2.8,[last Friday],1
"19 y/o here. If QQQ ends the week above 272.5 and below 278, and if I don’t have to close out positions before, whatever tattoo idea is the most upvoted I will get on my ass. P.S. I am a gay bear 🌈🐻 P.S.P.S It must be WSB related",QQQ,272.5,[the week],1
If QQQ closes above 272.5 and below 278 on Friday I’ll get whatever tattoo is the most upvoted,QQQ,272.5,[Friday],1
Made 5.1k in 1 hr TSLA puts today.,TSLA,5.1,[today],1
What’s the goal here? GPRO 2.5p 1/15,GPRO,2.5,[2.5p 1/15],1
"VXRT: Class-action Lawsuit - Lies about COV19 results - News about test results today, GAPS UP from $5.50 to 8.50$ - Daytradyers Are Literate",VXRT,$5.50,[today],1
VXRT: Class-action Lawsuit - Lies about COV19 results - News about new 'results' today GAPS UP $5.50-8.50,VXRT,$5.50,[today],1
VXRT: Class-action Lawsuit - Lies about COV19 results - News about new 'results' today GAPS UP $5.50-8.50,VXRT,$5.50,[today],1
$13.7k to $49k with $PTON over 6 Months (Keep or Sell?),PTON,$13.7,[6 Months],1
TSLA really closed at 420.69 yesterday lol,TSLA,420.69,[yesterday],1
"Newfag lost 4.7k USD/ 4k€ last weeks, no tendies for my ass",USD,4.7,[last weeks],1
"TESLA to 1.2m, down to 10k, back up.",ESLA,1.2,[10k],1
ADBE crushed earnings (record highs) but is down (1.8%) today,ADBE,1.8,[today],1
4.3K in SPY CALLS 331c expiring Friday,SPY,4.3,[Friday],1
4.3K in SPY Calls expiring Friday probably selling at open Monday,SPY,4.3,"[Friday, Monday]",1
$MSFT buys Bethesda Softworks parent company ZeniMax for $7.5 Billion dollars. Xbox Next Gen console presages start tomorrow.,MSFT,$7.5,[tomorrow],1
QQQ Exodus - Investors just pulled $3.5 billion out of the biggest tech ETF in a single day - the most since 2000,QQQ,$3.5,"[a single day, 2000]",1
"One last look at my chart before Elon finishes the rest off today (520c 9/25 , VALE 11.5c 10/2)",VALE,11.5,[today],1
